filename,lat,lon,filepath,geometry,index_right
28.9178_77.2943.png,28.9178,77.2943,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2943.png,POINT (138644.8337002644 3204534.2985913367),16
28.9178_77.3409.png,28.9178,77.3409,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.3409.png,POINT (143192.28750898328 3204392.7753946558),23
28.9090_77.5058.png,28.909,77.5058,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.5058.png,POINT (159254.2118313475 3202930.5032620784),23
28.9178_76.9409.png,28.9178,76.9409,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9409.png,POINT (104154.0646597388 3205666.1809256654),16
28.9090_77.1146.png,28.909,77.1146,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1146.png,POINT (121075.56844369764 3204120.74712408),16
28.9178_76.9057.png,28.9178,76.9057,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9057.png,POINT (100718.22095136845 3205784.596091049),16
28.9178_77.0146.png,28.9178,77.0146,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.0146.png,POINT (111347.60394929716 3205421.5805048756),16
28.9090_77.2734.png,28.909,77.2734,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2734.png,POINT (136574.53123243782 3203622.2980333734),16
28.9090_77.5821.png,28.909,77.5821,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.5821.png,POINT (166699.58629300678 3202713.132063829),23
28.9178_77.4646.png,28.9178,77.4646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4646.png,POINT (155262.92366350617 3204025.829812127),23
28.9178_77.3910.png,28.9178,77.391,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.3910.png,POINT (148081.14721868536 3204242.6303391675),23
28.9178_77.2646.png,28.9178,77.2646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2646.png,POINT (135746.49704331259 3204625.4360578717),16
28.9178_77.2410.png,28.9178,77.241,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2410.png,POINT (133443.40427302435 3204698.376463669),16
28.9090_77.4646.png,28.909,77.4646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4646.png,POINT (155233.77050935838 3203049.882284759),23
28.9178_76.9646.png,28.9178,76.9646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9646.png,POINT (106467.35747020366 3205587.0319863646),16
28.9090_77.3057.png,28.909,77.3057,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.3057.png,POINT (139726.84280229418 3203523.471723196),16
28.9090_77.6443.png,28.909,77.6443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.6443.png,POINT (172768.84413784515 3202539.4962279527),23
28.9090_77.1909.png,28.909,77.1909,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1909.png,POINT (128522.67907684692 3203878.643445968),16
28.9178_77.3057.png,28.9178,77.3057,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.3057.png,POINT (139757.31271557434 3204499.510732633),16
28.9090_77.2146.png,28.909,77.2146,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2146.png,POINT (130835.79848781257 3203804.4247644045),16
28.9178_77.4409.png,28.9178,77.4409,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4409.png,POINT (152950.34717168746 3204095.1520485627),23
28.9090_77.0733.png,28.909,77.0733,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.0733.png,POINT (117044.41376829101 3204253.8081142614),16
28.9178_76.8734.png,28.9178,76.8734,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.8734.png,POINT (97565.37288119586 3205894.160611438),16
28.9090_77.1821.png,28.909,77.1821,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1821.png,POINT (127663.79063072591 3203906.3200005624),16
28.9090_77.3321.png,28.909,77.3321,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.3321.png,POINT (142303.29951833078 3203443.3394207014),23
28.9090_77.2058.png,28.909,77.2058,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2058.png,POINT (129976.92267077515 3203831.9284010385),16
28.9178_77.5322.png,28.9178,77.5322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.5322.png,POINT (161858.9604359044 3203830.6567179915),23
28.9090_77.5146.png,28.909,77.5146,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.5146.png,POINT (160112.9345880582 3202905.187014853),23
28.9090_77.1058.png,28.909,77.1058,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1058.png,POINT (120216.63880503247 3204148.980490079),16
28.9178_77.1645.png,28.9178,77.1645,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.1645.png,POINT (125977.64031230268 3204937.9894160912),16
28.9090_77.5443.png,28.909,77.5443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.5443.png,POINT (163011.09221346688 3202820.2180847144),23
28.9090_77.5234.png,28.909,77.5234,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.5234.png,POINT (160971.65304533532 3202879.9348918227),23
28.9178_77.1146.png,28.9178,77.1146,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.1146.png,POINT (121107.62308216502 3205096.9014763716),16
28.9090_77.1322.png,28.909,77.1322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1322.png,POINT (122793.41335435078 3204064.47307558),16
28.9178_76.9944.png,28.9178,76.9944,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9944.png,POINT (109376.00357848487 3205488.173088835),16
28.9178_77.1443.png,28.9178,77.1443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.1443.png,POINT (124006.22891857207 3205002.069732421),16
28.9178_76.9734.png,28.9178,76.9734,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9734.png,POINT (107326.29243891232 3205557.7620578585),16
28.9178_76.9822.png,28.9178,76.9822,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9822.png,POINT (108185.22244393872 3205528.55640992),16
28.9178_77.4233.png,28.9178,77.4233,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4233.png,POINT (151232.97020874318 3204146.9329410773),23
28.9090_77.4944.png,28.909,77.4944,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4944.png,POINT (158141.7691226469 3202963.3946548556),23
28.9090_77.0645.png,28.909,77.0645,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.0645.png,POINT (116185.46149260493 3204282.342949453),16
28.9090_77.4145.png,28.909,77.4145,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4145.png,POINT (150344.70688979106 3203196.9436880536),23
28.9178_77.0443.png,28.9178,77.0443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.0443.png,POINT (114246.39514425205 3205324.284599769),16
28.9090_77.2410.png,28.909,77.241,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2410.png,POINT (133412.3979668147 3203722.299053808),16
28.9090_77.3646.png,28.909,77.3646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.3646.png,POINT (145475.01799586992 3203345.4848121754),23
28.9090_77.4822.png,28.909,77.4822,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4822.png,POINT (156951.25221945648 3202998.7134310515),23
28.9090_77.2910.png,28.909,77.291,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2910.png,POINT (138292.2071007057 3203568.3411909086),16
28.9090_77.4910.png,28.909,77.491,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4910.png,POINT (157809.9865600182 3202973.22520364),23
28.9178_77.2146.png,28.9178,77.2146,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2146.png,POINT (130867.02370346157 3204780.5180344475),16
28.9178_77.3734.png,28.9178,77.3734,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.3734.png,POINT (146363.72002288967 3204295.1389036644),23
28.9178_77.4558.png,28.9178,77.4558,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4558.png,POINT (154404.24917367392 3204051.5154040447),23
28.9178_76.8646.png,28.9178,76.8646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.8646.png,POINT (96706.38074559026 3205924.161178995),16
28.9178_77.4734.png,28.9178,77.4734,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4734.png,POINT (156121.59379476804 3204000.208369162),23
28.9178_76.9443.png,28.9178,76.9443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9443.png,POINT (104485.93167598615 3205654.797576825),16
28.9178_77.4057.png,28.9178,77.4057,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4057.png,POINT (149515.5756079905 3204198.970471009),23
28.9090_77.0944.png,28.909,77.0944,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.0944.png,POINT (119103.92735704087 3204185.651033333),16
28.9178_77.4944.png,28.9178,77.4944,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4944.png,POINT (158170.6754247002 3203939.3254732573),23
28.9178_77.2234.png,28.9178,77.2234,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2234.png,POINT (131725.82187876158 3204753.073300217),16
28.9090_77.0909.png,28.909,77.0909,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.0909.png,POINT (118762.30380026897 3204196.93116166),16
28.9090_77.6058.png,28.909,77.6058,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.6058.png,POINT (169012.173800733 3202646.5941461986),23
28.9178_77.3444.png,28.9178,77.3444,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.3444.png,POINT (143533.82934165327 3204382.218637241),23
28.9178_77.2558.png,28.9178,77.2558,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2558.png,POINT (134887.72057183948 3204652.5801861333),16
28.9178_77.0821.png,28.9178,77.0821,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.0821.png,POINT (117935.68547758617 3205201.5120658195),16
28.9090_77.1234.png,28.909,77.1234,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1234.png,POINT (121934.49328985665 3204092.5779867205),16
28.9178_77.2910.png,28.9178,77.291,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2910.png,POINT (138322.798871273 3204544.388866527),16
28.9090_77.3822.png,28.909,77.3822,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.3822.png,POINT (147192.59997556376 3203292.858071376),23
28.9178_77.0557.png,28.9178,77.0557,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.0557.png,POINT (115359.04769703426 3205287.1331016216),16
28.9178_77.3646.png,28.9178,77.3646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.3646.png,POINT (145504.99972401524 3204321.489442909),23
28.9090_77.4233.png,28.909,77.4233,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4233.png,POINT (151203.47489325807 3203170.962022954),23
28.9090_77.1733.png,28.909,77.1733,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1733.png,POINT (126804.89747529506 3203934.0607653693),16
28.9090_77.5410.png,28.909,77.541,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.5410.png,POINT (162689.07710499404 3202829.6230096794),23
28.9178_77.5410.png,28.9178,77.541,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.5410.png,POINT (162717.59744699486 3203805.527982642),23
28.9090_77.2646.png,28.909,77.2646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2646.png,POINT (135715.68640857236 3203649.3727321527),16
28.9178_77.2444.png,28.9178,77.2444,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2444.png,POINT (133775.20782383258 3204687.839629349),16
28.9090_77.3145.png,28.909,77.3145,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.3145.png,POINT (140585.66625013005 3203496.69678145),16
28.9178_77.4910.png,28.9178,77.491,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4910.png,POINT (157838.92102496087 3203949.15792129),23
28.9178_77.1943.png,28.9178,77.1943,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.1943.png,POINT (128885.91464133683 3204844.0729689784),16
28.9090_77.4558.png,28.909,77.4558,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4558.png,POINT (154375.0231181247 3203075.5629154504),23
28.9178_77.1909.png,28.9178,77.1909,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.1909.png,POINT (128554.10083403374 3204854.7510486124),16
28.9090_77.4443.png,28.909,77.4443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4443.png,POINT (153252.78982222243 3203109.2195071015),23
28.9178_77.4822.png,28.9178,77.4822,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4822.png,POINT (156980.25957830722 3203974.651072948),23
28.9178_77.1733.png,28.9178,77.1733,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.1733.png,POINT (126836.46520004369 3204910.179069473),16
28.9178_76.9321.png,28.9178,76.9321,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9321.png,POINT (103295.1112653134 3205695.6882758364),16
28.9090_77.0443.png,28.909,77.0443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.0443.png,POINT (114213.75720916118 3204348.0863540363),16
28.9090_77.6146.png,28.909,77.6146,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.6146.png,POINT (169870.8483391095 3202622.0064563057),23
28.9178_77.0234.png,28.9178,77.0234,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.0234.png,POINT (112206.51085943612 3205392.6757735712),16
28.9090_77.0821.png,28.909,77.0821,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.0821.png,POINT (117903.36120056198 3204225.3375191465),16
28.9178_76.9145.png,28.9178,76.9145,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9145.png,POINT (101577.18942196772 3205754.8958559833),16
28.9090_77.3233.png,28.909,77.3233,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.3233.png,POINT (141444.4851518612 3203469.9860147177),23
28.9178_77.0645.png,28.9178,77.0645,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.0645.png,POINT (116217.93180507328 3205258.528502321),16
28.9090_77.2234.png,28.909,77.2234,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2234.png,POINT (131694.6696356003 3203776.9853292266),16
28.9178_77.4321.png,28.9178,77.4321,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.4321.png,POINT (152091.66088952025 3204121.0104162567),23
28.9178_76.9233.png,28.9178,76.9233,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.9233.png,POINT (102436.15285633481 3205725.2599184285),16
28.9090_77.1410.png,28.909,77.141,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1410.png,POINT (123652.32864803163 3204036.4323882405),16
28.9090_77.1443.png,28.909,77.1443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1443.png,POINT (123974.42065539869 3204025.933687697),16
28.9178_76.8943.png,28.9178,76.8943,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_76.8943.png,POINT (99605.45883601886 3205823.1669991054),16
28.9090_77.5909.png,28.909,77.5909,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.5909.png,POINT (167558.27213245776 3202688.3717308072),23
28.9090_77.4734.png,28.909,77.4734,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.4734.png,POINT (156092.51353951788 3203024.265790692),23
28.9090_77.1645.png,28.909,77.1645,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.1645.png,POINT (125945.99959970755 3203961.8657427714),16
28.9090_77.2322.png,28.909,77.2322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.2322.png,POINT (132553.53612498526 3203749.6100931442),16
28.9090_77.0322.png,28.909,77.0322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9090_77.0322.png,POINT (113032.67451770563 3204387.6294286647),16
28.9178_77.2822.png,28.9178,77.2822,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.2822.png,POINT (137464.03618218814 3204571.3404003936),16
28.9354_77.0557.png,28.9354,77.0557,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_77.0557.png,POINT (115424.16157853167 3207239.517262559),16
28.9266_77.0821.png,28.9266,77.0821,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.0821.png,POINT (117968.01876498852 3206177.687291216),16
28.9354_77.0058.png,28.9354,77.0058,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_77.0058.png,POINT (110554.63459336967 3207402.9967055484),16
28.9266_76.9321.png,28.9266,76.9321,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_76.9321.png,POINT (103328.68987973797 3206671.958837511),16
28.9266_77.2410.png,28.9266,77.241,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.2410.png,POINT (133474.41922375606 3205674.454599771),16
28.9266_77.3822.png,28.9266,77.3822,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.3822.png,POINT (147252.2800455601 3205244.847768428),23
28.9354_76.8646.png,28.9354,76.8646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_76.8646.png,POINT (96774.66882255062 3207876.7910505417),16
28.9266_76.9409.png,28.9266,76.9409,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_76.9409.png,POINT (104187.57019213168 3206642.4457954653),16
28.9266_76.9910.png,28.9266,76.991,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_76.9910.png,POINT (109077.23701389274 3206475.6477396223),16
28.9266_76.8734.png,28.9266,76.8734,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_76.8734.png,POINT (97599.43906012084 3206870.4694555844),16
28.9178_77.5443.png,28.9178,77.5443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.5443.png,POINT (163039.58522614813 3203796.1212405255),23
28.9354_76.9145.png,28.9354,76.9145,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_76.9145.png,POINT (101644.64839181455 3207707.460447292),16
28.9266_76.9057.png,28.9266,76.9057,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_76.9057.png,POINT (100752.0188292276 3206760.8838022444),16
28.9266_76.9944.png,28.9266,76.9944,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_76.9944.png,POINT (109409.06486707868 3206464.4036196745),16
28.9354_76.9646.png,28.9354,76.9646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_76.9646.png,POINT (106533.9841973738 3207539.5318323867),16
28.9266_77.5821.png,28.9266,77.5821,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.5821.png,POINT (166755.95413676382 3204664.89781501),23
28.9354_77.0410.png,28.9354,77.041,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_77.0410.png,POINT (113989.66793933965 3207287.461757052),16
28.9266_77.2322.png,28.9266,77.2322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.2322.png,POINT (132615.7033364678 3205701.776185334),16
28.9354_77.2410.png,28.9354,77.241,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_77.2410.png,POINT (133505.44281829562 3206650.533462259),16
28.9354_76.8943.png,28.9354,76.8943,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_76.8943.png,POINT (99673.25341381581 3207775.757921093),16
28.9266_77.5733.png,28.9266,77.5733,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.5733.png,POINT (165897.40983832156 3204689.731846663),23
28.9266_77.6322.png,28.9266,77.6322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.6322.png,POINT (171643.72301151423 3204524.734991897),23
28.9266_77.5443.png,28.9266,77.5443,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.5443.png,POINT (163068.08618516556 3204772.0252077593),23
28.9266_77.0322.png,28.9266,77.0322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.0322.png,POINT (113098.16034253559 3206340.0418520146),16
28.9266_77.4558.png,28.9266,77.4558,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.4558.png,POINT (154433.48337926465 3205027.4686799534),23
28.9354_77.1410.png,28.9354,77.141,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_77.1410.png,POINT (123747.86218156625 3206964.848693985),16
28.9266_77.0557.png,28.9266,77.0557,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.0557.png,POINT (115391.60010257486 3206263.3248467073),16
28.9266_77.0058.png,28.9266,77.0058,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.0058.png,POINT (110521.65876714065 3206426.772777633),16
28.9354_76.8910.png,28.9354,76.891,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9354_76.8910.png,POINT (99351.19131044054 3207786.947638057),16
28.9266_77.1410.png,28.9266,77.141,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.1410.png,POINT (123716.00879611861 3205988.7092287424),16
28.9266_77.2234.png,28.9266,77.2234,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.2234.png,POINT (131756.98280696513 3205729.161992284),16
28.9266_77.1322.png,28.9266,77.1322,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.1322.png,POINT (122857.23951841361 3206016.7607423346),16
28.9266_77.1733.png,28.9266,77.1733,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.1733.png,POINT (126868.04172518238 3205886.298079816),16
28.9266_77.4646.png,28.9266,77.4646,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9266_77.4646.png,POINT (155292.08494743909 3205001.7781292354),23
28.9178_77.5944.png,28.9178,77.5944,/content/drive/MyDrive/earth-observation-iitgn-2025/data/rgb/28.9178_77.5944.png,POINT (167927.8718859919 3203654.41747089),23
